annee_scolaire;Ordre_CRE;Nom_CRE;Niveau_scolaire;Sexe;Effectif_eleves
2021/2022;22;Mahdia;4ème année secondaire Mathématiques;Masculin;109
2021/2022;22;Mahdia;4ème année secondaire Sc. Expérimentales;Masculin;104
2021/2022;22;Mahdia;4ème année secondaire Sc.Techniques;Masculin;346
2021/2022;22;Mahdia;4ème année secondaire Sc.Informatique;Masculin;85
2021/2022;22;Mahdia;4ème année secondaire Economie et Gestion;Masculin;289
2021/2022;22;Mahdia;4ème année secondaire Sport ;Masculin;33
2021/2022;23;Kairouan;7ème année de base;Masculin;6460
2021/2022;23;Kairouan;8ème année de base;Masculin;3918
2021/2022;23;Kairouan;9ème année de base;Masculin;2760
2021/2022;23;Kairouan;1ère année secondaire Tronc commun;Masculin;2642
2021/2022;23;Kairouan;1ère année secondaire Sport;Masculin;31
2021/2022;23;Kairouan;2ème année secondaire Lettres;Masculin;176
2021/2022;23;Kairouan;2ème année secondaire Sciences;Masculin;608
2021/2022;23;Kairouan;2ème année secondaire Technologie informatique;Masculin;306
2021/2022;23;Kairouan;2ème année secondaire Economie et services;Masculin;609
2021/2022;23;Kairouan;2ème année secondaire Sport;Masculin;32
2021/2022;23;Kairouan;3ème année secondaire Lettres;Masculin;177
2021/2022;23;Kairouan;3ème année secondaire Mathématiques;Masculin;115
2021/2022;23;Kairouan;3ème année secondaire Sc. Expérimentales;Masculin;152
2021/2022;23;Kairouan;3ème année secondaire Sc.Techniques;Masculin;337
2021/2022;23;Kairouan;3ème année secondaire Sc.Informatique;Masculin;105
2021/2022;23;Kairouan;3ème année secondaire Economie et Gestion;Masculin;632
2021/2022;23;Kairouan;3ème année secondaire Sport ;Masculin;40
2021/2022;23;Kairouan;4ème année secondaire Lettres;Masculin;272
2021/2022;23;Kairouan;4ème année secondaire Mathématiques;Masculin;139
2021/2022;23;Kairouan;4ème année secondaire Sc. Expérimentales;Masculin;207
2021/2022;23;Kairouan;4ème année secondaire Sc.Techniques;Masculin;461
2021/2022;23;Kairouan;4ème année secondaire Sc.Informatique;Masculin;98
2021/2022;23;Kairouan;4ème année secondaire Economie et Gestion;Masculin;624
2021/2022;23;Kairouan;4ème année secondaire Sport ;Masculin;39
2021/2022;24;Monastir;7ème année de base;Masculin;6687
2021/2022;24;Monastir;8ème année de base;Masculin;4286
2021/2022;24;Monastir;9ème année de base;Masculin;3353
2021/2022;24;Monastir;1ère année secondaire Tronc commun;Masculin;3322
2021/2022;24;Monastir;1ère année secondaire Sport;Masculin;67
2021/2022;24;Monastir;2ème année secondaire Lettres;Masculin;96
2021/2022;24;Monastir;2ème année secondaire Sciences;Masculin;1027
2021/2022;24;Monastir;2ème année secondaire Technologie informatique;Masculin;490
2021/2022;24;Monastir;2ème année secondaire Economie et services;Masculin;647
2021/2022;24;Monastir;2ème année secondaire Sport;Masculin;68
2021/2022;24;Monastir;3ème année secondaire Lettres;Masculin;94
2021/2022;24;Monastir;3ème année secondaire Mathématiques;Masculin;244
2021/2022;24;Monastir;3ème année secondaire Sc. Expérimentales;Masculin;137
2021/2022;24;Monastir;3ème année secondaire Sc.Techniques;Masculin;643
2021/2022;24;Monastir;3ème année secondaire Sc.Informatique;Masculin;226
2021/2022;24;Monastir;3ème année secondaire Economie et Gestion;Masculin;690
2021/2022;24;Monastir;3ème année secondaire Sport ;Masculin;52
2021/2022;24;Monastir;4ème année secondaire Lettres;Masculin;105
2021/2022;24;Monastir;4ème année secondaire Mathématiques;Masculin;196
2021/2022;24;Monastir;4ème année secondaire Sc. Expérimentales;Masculin;192
2021/2022;24;Monastir;4ème année secondaire Sc.Techniques;Masculin;679
2021/2022;24;Monastir;4ème année secondaire Sc.Informatique;Masculin;207
2021/2022;24;Monastir;4ème année secondaire Economie et Gestion;Masculin;590
2021/2022;24;Monastir;4ème année secondaire Sport ;Masculin;55
2021/2022;25;Sousse;7ème année de base;Masculin;7564
2021/2022;25;Sousse;8ème année de base;Masculin;5093
2021/2022;25;Sousse;9ème année de base;Masculin;3965
2021/2022;25;Sousse;1ère année secondaire Tronc commun;Masculin;3715
2021/2022;25;Sousse;1ère année secondaire Sport;Masculin;63
2021/2022;25;Sousse;2ème année secondaire Lettres;Masculin;219
2021/2022;25;Sousse;2ème année secondaire Sciences;Masculin;1156
2021/2022;25;Sousse;2ème année secondaire Technologie informatique;Masculin;450
2021/2022;25;Sousse;2ème année secondaire Economie et services;Masculin;812
2021/2022;25;Sousse;2ème année secondaire Sport;Masculin;68
2021/2022;25;Sousse;3ème année secondaire Lettres;Masculin;174
2021/2022;25;Sousse;3ème année secondaire Mathématiques;Masculin;227
2021/2022;25;Sousse;3ème année secondaire Sc. Expérimentales;Masculin;220
2021/2022;25;Sousse;3ème année secondaire Sc.Techniques;Masculin;753
2021/2022;25;Sousse;3ème année secondaire Sc.Informatique;Masculin;165
2021/2022;25;Sousse;3ème année secondaire Economie et Gestion;Masculin;763
2021/2022;25;Sousse;3ème année secondaire Sport ;Masculin;60
2021/2022;25;Sousse;4ème année secondaire Lettres;Masculin;259
2021/2022;25;Sousse;4ème année secondaire Mathématiques;Masculin;254
2021/2022;25;Sousse;4ème année secondaire Sc. Expérimentales;Masculin;219
2021/2022;25;Sousse;4ème année secondaire Sc.Techniques;Masculin;751
2021/2022;25;Sousse;4ème année secondaire Sc.Informatique;Masculin;157
2021/2022;25;Sousse;4ème année secondaire Economie et Gestion;Masculin;708
2021/2022;25;Sousse;4ème année secondaire Sport ;Masculin;68
2021/2022;26;Nabeul;7ème année de base;Masculin;9133
2021/2022;26;Nabeul;8ème année de base;Masculin;5956
2021/2022;26;Nabeul;9ème année de base;Masculin;4537
2021/2022;26;Nabeul;1ère année secondaire Tronc commun;Masculin;4148
2021/2022;26;Nabeul;1ère année secondaire Sport;Masculin;22
2021/2022;26;Nabeul;2ème année secondaire Lettres;Masculin;261
2021/2022;26;Nabeul;2ème année secondaire Sciences;Masculin;969
2021/2022;26;Nabeul;2ème année secondaire Technologie informatique;Masculin;705
2021/2022;26;Nabeul;2ème année secondaire Economie et services;Masculin;782
2021/2022;26;Nabeul;2ème année secondaire Sport;Masculin;31
2021/2022;26;Nabeul;3ème année secondaire Lettres;Masculin;196
2021/2022;26;Nabeul;3ème année secondaire Mathématiques;Masculin;256
2021/2022;26;Nabeul;3ème année secondaire Sc. Expérimentales;Masculin;195
2021/2022;26;Nabeul;3ème année secondaire Sc.Techniques;Masculin;578
2021/2022;26;Nabeul;3ème année secondaire Sc.Informatique;Masculin;459
2021/2022;26;Nabeul;3ème année secondaire Economie et Gestion;Masculin;857
2021/2022;26;Nabeul;3ème année secondaire Sport ;Masculin;22
2021/2022;26;Nabeul;4ème année secondaire Lettres;Masculin;245
2021/2022;26;Nabeul;4ème année secondaire Mathématiques;Masculin;256
2021/2022;26;Nabeul;4ème année secondaire Sc. Expérimentales;Masculin;252
2021/2022;26;Nabeul;4ème année secondaire Sc.Techniques;Masculin;612
2021/2022;26;Nabeul;4ème année secondaire Sc.Informatique;Masculin;338
2021/2022;26;Nabeul;4ème année secondaire Economie et Gestion;Masculin;841
2021/2022;26;Nabeul;4ème année secondaire Sport ;Masculin;19
2021/2022;1;Tunis 1;7ème année de base;Feminin;4003
2021/2022;1;Tunis 1;8ème année de base;Feminin;3650
2021/2022;1;Tunis 1;9ème année de base;Feminin;3396
2021/2022;1;Tunis 1;1ère année secondaire Tronc commun;Feminin;3691
2021/2022;1;Tunis 1;1ère année secondaire Sport;Feminin;64
2021/2022;1;Tunis 1;2ème année secondaire Lettres;Feminin;425
2021/2022;1;Tunis 1;2ème année secondaire Sciences;Feminin;1402
2021/2022;1;Tunis 1;2ème année secondaire Technologie informatique;Feminin;217
2021/2022;1;Tunis 1;2ème année secondaire Economie et services;Feminin;991
2021/2022;1;Tunis 1;2ème année secondaire Sport;Feminin;44
2021/2022;1;Tunis 1;3ème année secondaire Lettres;Feminin;421
2021/2022;1;Tunis 1;3ème année secondaire Mathématiques;Feminin;351
2021/2022;1;Tunis 1;3ème année secondaire Sc. Expérimentales;Feminin;756
2021/2022;1;Tunis 1;3ème année secondaire Sc.Techniques;Feminin;98
2021/2022;1;Tunis 1;3ème année secondaire Sc.Informatique;Feminin;133
2021/2022;1;Tunis 1;3ème année secondaire Economie et Gestion;Feminin;1026
2021/2022;1;Tunis 1;3ème année secondaire Sport ;Feminin;64
2021/2022;1;Tunis 1;4ème année secondaire Lettres;Feminin;454
2021/2022;1;Tunis 1;4ème année secondaire Mathématiques;Feminin;323
2021/2022;1;Tunis 1;4ème année secondaire Sc. Expérimentales;Feminin;1003
2021/2022;1;Tunis 1;4ème année secondaire Sc.Techniques;Feminin;134
2021/2022;1;Tunis 1;4ème année secondaire Sc.Informatique;Feminin;126
2021/2022;1;Tunis 1;4ème année secondaire Economie et Gestion;Feminin;1213
2021/2022;1;Tunis 1;4ème année secondaire Sport ;Feminin;77
2021/2022;2;Tunis 2;7ème année de base;Feminin;3987
2021/2022;2;Tunis 2;8ème année de base;Feminin;3545
2021/2022;2;Tunis 2;9ème année de base;Feminin;3321
2021/2022;2;Tunis 2;1ère année secondaire Tronc commun;Feminin;3358
2021/2022;2;Tunis 2;1ère année secondaire Sport;Feminin;22
2021/2022;2;Tunis 2;2ème année secondaire Lettres;Feminin;300
2021/2022;2;Tunis 2;2ème année secondaire Sciences;Feminin;1098
2021/2022;2;Tunis 2;2ème année secondaire Technologie informatique;Feminin;322
2021/2022;2;Tunis 2;2ème année secondaire Economie et services;Feminin;800
2021/2022;2;Tunis 2;2ème année secondaire Sport;Feminin;13
2021/2022;2;Tunis 2;3ème année secondaire Lettres;Feminin;334
2021/2022;2;Tunis 2;3ème année secondaire Mathématiques;Feminin;186
2021/2022;2;Tunis 2;3ème année secondaire Sc. Expérimentales;Feminin;566
2021/2022;2;Tunis 2;3ème année secondaire Sc.Techniques;Feminin;158
2021/2022;2;Tunis 2;3ème année secondaire Sc.Informatique;Feminin;215
2021/2022;2;Tunis 2;3ème année secondaire Economie et Gestion;Feminin;966
2021/2022;2;Tunis 2;3ème année secondaire Sport ;Feminin;17
2021/2022;2;Tunis 2;4ème année secondaire Lettres;Feminin;319
2021/2022;2;Tunis 2;4ème année secondaire Mathématiques;Feminin;249
2021/2022;2;Tunis 2;4ème année secondaire Sc. Expérimentales;Feminin;776
2021/2022;2;Tunis 2;4ème année secondaire Sc.Techniques;Feminin;175
2021/2022;2;Tunis 2;4ème année secondaire Sc.Informatique;Feminin;186
2021/2022;2;Tunis 2;4ème année secondaire Economie et Gestion;Feminin;1143
2021/2022;2;Tunis 2;4ème année secondaire Sport ;Feminin;28
2021/2022;3;Ariana;7ème année de base;Feminin;4579
2021/2022;3;Ariana;8ème année de base;Feminin;4013
2021/2022;3;Ariana;9ème année de base;Feminin;3687
2021/2022;3;Ariana;1ère année secondaire Tronc commun;Feminin;3887
2021/2022;3;Ariana;1ère année secondaire Sport;Feminin;12
2021/2022;3;Ariana;2ème année secondaire Lettres;Feminin;409
2021/2022;3;Ariana;2ème année secondaire Sciences;Feminin;1342
2021/2022;3;Ariana;2ème année secondaire Technologie informatique;Feminin;365
2021/2022;3;Ariana;2ème année secondaire Economie et services;Feminin;916
2021/2022;3;Ariana;2ème année secondaire Sport;Feminin;14
2021/2022;3;Ariana;3ème année secondaire Lettres;Feminin;420
2021/2022;3;Ariana;3ème année secondaire Mathématiques;Feminin;300
2021/2022;3;Ariana;3ème année secondaire Sc. Expérimentales;Feminin;790
2021/2022;3;Ariana;3ème année secondaire Sc.Techniques;Feminin;129
2021/2022;3;Ariana;3ème année secondaire Sc.Informatique;Feminin;229
2021/2022;3;Ariana;3ème année secondaire Economie et Gestion;Feminin;1030
2021/2022;3;Ariana;3ème année secondaire Sport ;Feminin;10
2021/2022;3;Ariana;4ème année secondaire Lettres;Feminin;449
2021/2022;3;Ariana;4ème année secondaire Mathématiques;Feminin;310
2021/2022;3;Ariana;4ème année secondaire Sc. Expérimentales;Feminin;835
2021/2022;3;Ariana;4ème année secondaire Sc.Techniques;Feminin;149
2021/2022;3;Ariana;4ème année secondaire Sc.Informatique;Feminin;227
2021/2022;3;Ariana;4ème année secondaire Economie et Gestion;Feminin;1146
2021/2022;3;Ariana;4ème année secondaire Sport ;Feminin;19
2021/2022;4;Mannouba;7ème année de base;Feminin;3462
2021/2022;4;Mannouba;8ème année de base;Feminin;3081
2021/2022;4;Mannouba;9ème année de base;Feminin;2924
2021/2022;4;Mannouba;1ère année secondaire Tronc commun;Feminin;2851
2021/2022;4;Mannouba;1ère année secondaire Sport;Feminin;15
2021/2022;4;Mannouba;2ème année secondaire Lettres;Feminin;392
2021/2022;4;Mannouba;2ème année secondaire Sciences;Feminin;926
2021/2022;4;Mannouba;2ème année secondaire Technologie informatique;Feminin;226
2021/2022;4;Mannouba;2ème année secondaire Economie et services;Feminin;700
2021/2022;4;Mannouba;2ème année secondaire Sport;Feminin;23
2021/2022;4;Mannouba;3ème année secondaire Lettres;Feminin;367
2021/2022;4;Mannouba;3ème année secondaire Mathématiques;Feminin;147
2021/2022;4;Mannouba;3ème année secondaire Sc. Expérimentales;Feminin;457
2021/2022;4;Mannouba;3ème année secondaire Sc.Techniques;Feminin;172
2021/2022;4;Mannouba;3ème année secondaire Sc.Informatique;Feminin;104
2021/2022;4;Mannouba;3ème année secondaire Economie et Gestion;Feminin;811
2021/2022;4;Mannouba;3ème année secondaire Sport ;Feminin;14
2021/2022;4;Mannouba;4ème année secondaire Lettres;Feminin;471
2021/2022;4;Mannouba;4ème année secondaire Mathématiques;Feminin;117
2021/2022;4;Mannouba;4ème année secondaire Sc. Expérimentales;Feminin;740
2021/2022;4;Mannouba;4ème année secondaire Sc.Techniques;Feminin;184
2021/2022;4;Mannouba;4ème année secondaire Sc.Informatique;Feminin;127
2021/2022;4;Mannouba;4ème année secondaire Economie et Gestion;Feminin;865
2021/2022;4;Mannouba;4ème année secondaire Sport ;Feminin;15
2021/2022;5;Ben Arous;7ème année de base;Feminin;5760
2021/2022;5;Ben Arous;8ème année de base;Feminin;5067
2021/2022;5;Ben Arous;9ème année de base;Feminin;4766
2021/2022;5;Ben Arous;1ère année secondaire Tronc commun;Feminin;4841
2021/2022;5;Ben Arous;1ère année secondaire Sport;Feminin;9
2021/2022;5;Ben Arous;2ème année secondaire Lettres;Feminin;503
2021/2022;5;Ben Arous;2ème année secondaire Sciences;Feminin;1497
2021/2022;5;Ben Arous;2ème année secondaire Technologie informatique;Feminin;484
2021/2022;5;Ben Arous;2ème année secondaire Economie et services;Feminin;1186
2021/2022;5;Ben Arous;2ème année secondaire Sport;Feminin;8
2021/2022;5;Ben Arous;3ème année secondaire Lettres;Feminin;570
2021/2022;5;Ben Arous;3ème année secondaire Mathématiques;Feminin;318
2021/2022;5;Ben Arous;3ème année secondaire Sc. Expérimentales;Feminin;835
2021/2022;5;Ben Arous;3ème année secondaire Sc.Techniques;Feminin;193
2021/2022;5;Ben Arous;3ème année secondaire Sc.Informatique;Feminin;310
2021/2022;5;Ben Arous;3ème année secondaire Economie et Gestion;Feminin;1425
2021/2022;5;Ben Arous;3ème année secondaire Sport ;Feminin;8
2021/2022;5;Ben Arous;4ème année secondaire Lettres;Feminin;661
2021/2022;5;Ben Arous;4ème année secondaire Mathématiques;Feminin;359
2021/2022;5;Ben Arous;4ème année secondaire Sc. Expérimentales;Feminin;1172
2021/2022;5;Ben Arous;4ème année secondaire Sc.Techniques;Feminin;241
2021/2022;5;Ben Arous;4ème année secondaire Sc.Informatique;Feminin;303
2021/2022;5;Ben Arous;4ème année secondaire Economie et Gestion;Feminin;1507
2021/2022;5;Ben Arous;4ème année secondaire Sport ;Feminin;23
2021/2022;6;Zaghouan;7ème année de base;Feminin;1913
2021/2022;6;Zaghouan;8ème année de base;Feminin;1576
2021/2022;6;Zaghouan;9ème année de base;Feminin;1396
2021/2022;6;Zaghouan;1ère année secondaire Tronc commun;Feminin;1582
2021/2022;6;Zaghouan;1ère année secondaire Sport;Feminin;7
2021/2022;6;Zaghouan;2ème année secondaire Lettres;Feminin;267
2021/2022;6;Zaghouan;2ème année secondaire Sciences;Feminin;369
2021/2022;6;Zaghouan;2ème année secondaire Technologie informatique;Feminin;52
2021/2022;6;Zaghouan;2ème année secondaire Economie et services;Feminin;339
2021/2022;6;Zaghouan;2ème année secondaire Sport;Feminin;11
2021/2022;6;Zaghouan;3ème année secondaire Lettres;Feminin;239
2021/2022;6;Zaghouan;3ème année secondaire Mathématiques;Feminin;47
2021/2022;6;Zaghouan;3ème année secondaire Sc. Expérimentales;Feminin;199
2021/2022;6;Zaghouan;3ème année secondaire Sc.Techniques;Feminin;83
2021/2022;6;Zaghouan;3ème année secondaire Sc.Informatique;Feminin;12
2021/2022;6;Zaghouan;3ème année secondaire Economie et Gestion;Feminin;383
2021/2022;6;Zaghouan;3ème année secondaire Sport ;Feminin;10
2021/2022;6;Zaghouan;4ème année secondaire Lettres;Feminin;300
2021/2022;6;Zaghouan;4ème année secondaire Mathématiques;Feminin;32
2021/2022;6;Zaghouan;4ème année secondaire Sc. Expérimentales;Feminin;231
2021/2022;6;Zaghouan;4ème année secondaire Sc.Techniques;Feminin;134
2021/2022;6;Zaghouan;4ème année secondaire Sc.Informatique;Feminin;19
2021/2022;6;Zaghouan;4ème année secondaire Economie et Gestion;Feminin;394
2021/2022;6;Zaghouan;4ème année secondaire Sport ;Feminin;16
2021/2022;7;Bizerte;7ème année de base;Feminin;5205
2021/2022;7;Bizerte;8ème année de base;Feminin;4503
2021/2022;7;Bizerte;9ème année de base;Feminin;4083
2021/2022;7;Bizerte;1ère année secondaire Tronc commun;Feminin;4399
2021/2022;7;Bizerte;1ère année secondaire Sport;Feminin;16
2021/2022;7;Bizerte;2ème année secondaire Lettres;Feminin;608
2021/2022;7;Bizerte;2ème année secondaire Sciences;Feminin;1236
2021/2022;7;Bizerte;2ème année secondaire Technologie informatique;Feminin;257
2021/2022;7;Bizerte;2ème année secondaire Economie et services;Feminin;1145
2021/2022;7;Bizerte;2ème année secondaire Sport;Feminin;20
2021/2022;7;Bizerte;3ème année secondaire Lettres;Feminin;609
2021/2022;7;Bizerte;3ème année secondaire Mathématiques;Feminin;222
2021/2022;7;Bizerte;3ème année secondaire Sc. Expérimentales;Feminin;647
2021/2022;7;Bizerte;3ème année secondaire Sc.Techniques;Feminin;192
2021/2022;7;Bizerte;3ème année secondaire Sc.Informatique;Feminin;127
2021/2022;7;Bizerte;3ème année secondaire Economie et Gestion;Feminin;1293
2021/2022;7;Bizerte;3ème année secondaire Sport ;Feminin;9
2021/2022;7;Bizerte;4ème année secondaire Lettres;Feminin;691
2021/2022;7;Bizerte;4ème année secondaire Mathématiques;Feminin;229
2021/2022;7;Bizerte;4ème année secondaire Sc. Expérimentales;Feminin;933
2021/2022;7;Bizerte;4ème année secondaire Sc.Techniques;Feminin;264
2021/2022;7;Bizerte;4ème année secondaire Sc.Informatique;Feminin;129
2021/2022;7;Bizerte;4ème année secondaire Economie et Gestion;Feminin;1388
2021/2022;7;Bizerte;4ème année secondaire Sport ;Feminin;9
2021/2022;8;Béja;7ème année de base;Feminin;2644
2021/2022;8;Béja;8ème année de base;Feminin;2367
2021/2022;8;Béja;9ème année de base;Feminin;2248
2021/2022;8;Béja;1ère année secondaire Tronc commun;Feminin;2303
2021/2022;8;Béja;1ère année secondaire Sport;Feminin;26
2021/2022;8;Béja;2ème année secondaire Lettres;Feminin;498
2021/2022;8;Béja;2ème année secondaire Sciences;Feminin;620
2021/2022;8;Béja;2ème année secondaire Technologie informatique;Feminin;92
2021/2022;8;Béja;2ème année secondaire Economie et services;Feminin;555
2021/2022;8;Béja;2ème année secondaire Sport;Feminin;19
2021/2022;8;Béja;3ème année secondaire Lettres;Feminin;460
2021/2022;8;Béja;3ème année secondaire Mathématiques;Feminin;109
2021/2022;8;Béja;3ème année secondaire Sc. Expérimentales;Feminin;318
2021/2022;8;Béja;3ème année secondaire Sc.Techniques;Feminin;142
2021/2022;8;Béja;3ème année secondaire Sc.Informatique;Feminin;52
2021/2022;8;Béja;3ème année secondaire Economie et Gestion;Feminin;566
2021/2022;8;Béja;3ème année secondaire Sport ;Feminin;14
2021/2022;8;Béja;4ème année secondaire Lettres;Feminin;549
2021/2022;8;Béja;4ème année secondaire Mathématiques;Feminin;84
2021/2022;8;Béja;4ème année secondaire Sc. Expérimentales;Feminin;549
2021/2022;8;Béja;4ème année secondaire Sc.Techniques;Feminin;201
2021/2022;8;Béja;4ème année secondaire Sc.Informatique;Feminin;53
2021/2022;8;Béja;4ème année secondaire Economie et Gestion;Feminin;699
2021/2022;8;Béja;4ème année secondaire Sport ;Feminin;20
2021/2022;9;Jendouba;7ème année de base;Feminin;3292
2021/2022;9;Jendouba;8ème année de base;Feminin;2926
2021/2022;9;Jendouba;9ème année de base;Feminin;2748
2021/2022;9;Jendouba;1ère année secondaire Tronc commun;Feminin;2902
2021/2022;9;Jendouba;1ère année secondaire Sport;Feminin;26
2021/2022;9;Jendouba;2ème année secondaire Lettres;Feminin;652
2021/2022;9;Jendouba;2ème année secondaire Sciences;Feminin;750
2021/2022;9;Jendouba;2ème année secondaire Technologie informatique;Feminin;173
2021/2022;9;Jendouba;2ème année secondaire Economie et services;Feminin;623
2021/2022;9;Jendouba;2ème année secondaire Sport;Feminin;10
2021/2022;9;Jendouba;3ème année secondaire Lettres;Feminin;557
2021/2022;9;Jendouba;3ème année secondaire Mathématiques;Feminin;107
2021/2022;9;Jendouba;3ème année secondaire Sc. Expérimentales;Feminin;383
2021/2022;9;Jendouba;3ème année secondaire Sc.Techniques;Feminin;172
2021/2022;9;Jendouba;3ème année secondaire Sc.Informatique;Feminin;71
2021/2022;9;Jendouba;3ème année secondaire Economie et Gestion;Feminin;685
2021/2022;9;Jendouba;3ème année secondaire Sport ;Feminin;9
2021/2022;9;Jendouba;4ème année secondaire Lettres;Feminin;785
2021/2022;9;Jendouba;4ème année secondaire Mathématiques;Feminin;105
2021/2022;9;Jendouba;4ème année secondaire Sc. Expérimentales;Feminin;663
2021/2022;9;Jendouba;4ème année secondaire Sc.Techniques;Feminin;257
2021/2022;9;Jendouba;4ème année secondaire Sc.Informatique;Feminin;132
2021/2022;9;Jendouba;4ème année secondaire Economie et Gestion;Feminin;970
2021/2022;9;Jendouba;4ème année secondaire Sport ;Feminin;26
2021/2022;10;Siliana;7ème année de base;Feminin;2049
2021/2022;10;Siliana;8ème année de base;Feminin;1744
2021/2022;10;Siliana;9ème année de base;Feminin;1672
2021/2022;10;Siliana;1ère année secondaire Tronc commun;Feminin;1654
2021/2022;10;Siliana;1ère année secondaire Sport;Feminin;11
2021/2022;10;Siliana;2ème année secondaire Lettres;Feminin;402
2021/2022;10;Siliana;2ème année secondaire Sciences;Feminin;459
2021/2022;10;Siliana;2ème année secondaire Technologie informatique;Feminin;47
2021/2022;10;Siliana;2ème année secondaire Economie et services;Feminin;309
2021/2022;10;Siliana;2ème année secondaire Sport;Feminin;12
2021/2022;10;Siliana;3ème année secondaire Lettres;Feminin;438
2021/2022;10;Siliana;3ème année secondaire Mathématiques;Feminin;77
2021/2022;10;Siliana;3ème année secondaire Sc. Expérimentales;Feminin;237
2021/2022;10;Siliana;3ème année secondaire Sc.Techniques;Feminin;96
2021/2022;10;Siliana;3ème année secondaire Sc.Informatique;Feminin;41
2021/2022;10;Siliana;3ème année secondaire Economie et Gestion;Feminin;365
2021/2022;10;Siliana;3ème année secondaire Sport ;Feminin;8
2021/2022;10;Siliana;4ème année secondaire Lettres;Feminin;495
2021/2022;10;Siliana;4ème année secondaire Mathématiques;Feminin;57
2021/2022;10;Siliana;4ème année secondaire Sc. Expérimentales;Feminin;368
2021/2022;10;Siliana;4ème année secondaire Sc.Techniques;Feminin;126
2021/2022;10;Siliana;4ème année secondaire Sc.Informatique;Feminin;56
2021/2022;10;Siliana;4ème année secondaire Economie et Gestion;Feminin;390
2021/2022;10;Siliana;4ème année secondaire Sport ;Feminin;9
2021/2022;11;Le Kef;7ème année de base;Feminin;1810
2021/2022;11;Le Kef;8ème année de base;Feminin;1677
2021/2022;11;Le Kef;9ème année de base;Feminin;1696
2021/2022;11;Le Kef;1ère année secondaire Tronc commun;Feminin;1811
2021/2022;11;Le Kef;1ère année secondaire Sport;Feminin;18
2021/2022;11;Le Kef;2ème année secondaire Lettres;Feminin;511
2021/2022;11;Le Kef;2ème année secondaire Sciences;Feminin;553
2021/2022;11;Le Kef;2ème année secondaire Technologie informatique;Feminin;28
2021/2022;11;Le Kef;2ème année secondaire Economie et services;Feminin;276
2021/2022;11;Le Kef;2ème année secondaire Sport;Feminin;13
2021/2022;11;Le Kef;3ème année secondaire Lettres;Feminin;505
2021/2022;11;Le Kef;3ème année secondaire Mathématiques;Feminin;50
2021/2022;11;Le Kef;3ème année secondaire Sc. Expérimentales;Feminin;333
2021/2022;11;Le Kef;3ème année secondaire Sc.Techniques;Feminin;116
2021/2022;11;Le Kef;3ème année secondaire Sc.Informatique;Feminin;18
2021/2022;11;Le Kef;3ème année secondaire Economie et Gestion;Feminin;342
2021/2022;11;Le Kef;3ème année secondaire Sport ;Feminin;14
2021/2022;11;Le Kef;4ème année secondaire Lettres;Feminin;658
2021/2022;11;Le Kef;4ème année secondaire Mathématiques;Feminin;51
2021/2022;11;Le Kef;4ème année secondaire Sc. Expérimentales;Feminin;491
2021/2022;11;Le Kef;4ème année secondaire Sc.Techniques;Feminin;147
2021/2022;11;Le Kef;4ème année secondaire Sc.Informatique;Feminin;22
2021/2022;11;Le Kef;4ème année secondaire Economie et Gestion;Feminin;400
2021/2022;11;Le Kef;4ème année secondaire Sport ;Feminin;15
2021/2022;12;Kasserine;7ème année de base;Feminin;4309
2021/2022;12;Kasserine;8ème année de base;Feminin;3665
2021/2022;12;Kasserine;9ème année de base;Feminin;3279
2021/2022;12;Kasserine;1ère année secondaire Tronc commun;Feminin;3426
2021/2022;12;Kasserine;1ère année secondaire Sport;Feminin;17
2021/2022;12;Kasserine;2ème année secondaire Lettres;Feminin;836
2021/2022;12;Kasserine;2ème année secondaire Sciences;Feminin;868
2021/2022;12;Kasserine;2ème année secondaire Technologie informatique;Feminin;73
2021/2022;12;Kasserine;2ème année secondaire Economie et services;Feminin;484
2021/2022;12;Kasserine;2ème année secondaire Sport;Feminin;26
2021/2022;12;Kasserine;3ème année secondaire Lettres;Feminin;757
2021/2022;12;Kasserine;3ème année secondaire Mathématiques;Feminin;83
2021/2022;12;Kasserine;3ème année secondaire Sc. Expérimentales;Feminin;608
2021/2022;12;Kasserine;3ème année secondaire Sc.Techniques;Feminin;153
2021/2022;12;Kasserine;3ème année secondaire Sc.Informatique;Feminin;97
2021/2022;12;Kasserine;3ème année secondaire Economie et Gestion;Feminin;547
2021/2022;12;Kasserine;3ème année secondaire Sport ;Feminin;5
2021/2022;12;Kasserine;4ème année secondaire Lettres;Feminin;1002
2021/2022;12;Kasserine;4ème année secondaire Mathématiques;Feminin;89
2021/2022;12;Kasserine;4ème année secondaire Sc. Expérimentales;Feminin;713
2021/2022;12;Kasserine;4ème année secondaire Sc.Techniques;Feminin;147
2021/2022;12;Kasserine;4ème année secondaire Sc.Informatique;Feminin;64
2021/2022;12;Kasserine;4ème année secondaire Economie et Gestion;Feminin;571
2021/2022;12;Kasserine;4ème année secondaire Sport ;Feminin;24
2021/2022;13;Sidi Bouzid;7ème année de base;Feminin;4150
2021/2022;13;Sidi Bouzid;8ème année de base;Feminin;3535
2021/2022;13;Sidi Bouzid;9ème année de base;Feminin;3153
2021/2022;13;Sidi Bouzid;1ère année secondaire Tronc commun;Feminin;3068
2021/2022;13;Sidi Bouzid;1ère année secondaire Sport;Feminin;34
2021/2022;13;Sidi Bouzid;2ème année secondaire Lettres;Feminin;581
